City part,Street,Size (m²),Price,Price per m²,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Jeruzalëje,Rugiø ,144,450,3.13,FALSE,4,9,10,1999,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-nuomojamas-isskirtinis-5-kamb-per-du-aukstus-4-840385/
Jeruzalëje,Rugiø ,144,450,3.13,FALSE,5,9,10,1999,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-isnuomojamas-isskirtinis-5-kamb-per-du-4-840383/
Senamiestyje,Ðv. Stepono ,72,730,10.14,FALSE,2,4,4,2014,0,FALSE,Mûrinis,Dujinis,Árengtas,"Aukðtos lubos, butas palëpëje, butas per kelis aukðtus, uþdaras kiemas, virtuvë sujungta su kambariu","Balkonas, terasa, yra palëpë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-butas-laisvas-nuo-rugsejo-menesio-minimalus-4-840381/
Ðeðkinëje,Dûkðtø ,82,400,4.88,FALSE,4,7,9,1979,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-dukstu-g-erdvus-gero-isplanavimo-keturiu-atskiru-4-840377/
Naujamiestyje,Mindaugo ,40,400,10,FALSE,2,2,5,1962,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-sviesus-2-kambariu-butas-4-840369/
Naujininkuose,Ðaltkalviø ,28,259,9.25,FALSE,1,7,9,1976,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-saltkalviu-g-nuomojamas-labai-tvarkingas-suremontuotas-4-840359/
Naujamiestyje,V. Ðopeno ,27,190,7.04,FALSE,1,2,3,1975,0,FALSE,Mûrinis,Centrinis,Árengtas,"Aukðtos lubos, tualetas ir vonia atskirai, uþdaras kiemas, internetas","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-sopeno-g-nuomojamas-pilnai-irengtas-ekonomiskas-vieno-4-840357/
Þirmûnuose,Þirmûnø ,50,360,7.2,TRUE,2,3,5,1987,2012,TRUE,Mûrinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-pilnai-irengtas-tvarkingas-2-u-4-840353/
Naujamiestyje,Savanoriø p,20,120,6,FALSE,1,9,9,1981,0,FALSE,Blokinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, nauja elektros instaliacija, internetas, kabelinë televizija","Balkonas, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-kambarys-triju-kambariu-bute-4-840351/
Ðnipiðkëse,Kalvarijø ,32,300,9.38,FALSE,1,3,3,1975,0,FALSE,Mûrinis,"Elektra, kietu kuru",Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-nuomojamas-pilnai-irengtas-ekonomiskas-4-840347/
Jeruzalëje,Rugiø ,144,450,3.13,FALSE,5,9,10,2000,0,FALSE,Mûrinis,Centrinis,Árengtas,Butas per kelis aukðtus,"Balkonas, drabuþinë","Skalbimo maðina, virtuvës komplektas, viryklë, þidinys, duðo kabina, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-isnuomojamas-trumpalaikei-nuomai-sauletas-4-840345/
Antakalnyje,Antakalnio ,58,350,6.03,FALSE,2,5,5,1989,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-objekto-id-6455-nuomojamas-jaukus-bei-4-840333/
Ðnipiðkëse,Kalvarijø ,47,350,7.45,FALSE,2,3,5,1967,0,FALSE,Mûrinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuomojamas-tvarkingas-dvieju-atskiru-4-840329/
Lazdynëliuose,Jonaþoliø ,42,350,8.33,FALSE,2,1,9,2011,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu",,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-jonazoliu-g-nuomojamas-ekonomiskas-2-u-kambariu-butas-4-840325/
Fabijoniðkëse,Salomëjos Nëries ,18,210,11.67,FALSE,1,8,16,1994,0,FALSE,Monolitinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-labai-mazi-komunalinai-mokesciai-4-840321/
Baltupiuose,Kalvarijø ,57,500,8.77,FALSE,2,7,16,2008,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-nuomojamas-sviesus-kokybiskai-ir-4-840319/
Ðeðkinëje,Ðeðkinës ,55,379,6.89,FALSE,2,3,3,2014,0,FALSE,Blokinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu",,"Kondicionierius, ðaldytuvas, virtuvës komplektas, viryklë, þidinys, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-dvieju-kambariu-butas-seskines-g-4-840315/
Baltupiuose,Didlaukio ,50,300,6,FALSE,2,3,5,1987,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-planavimas-2-kambariu-butas-kambariai-4-840309/
Ðnipiðkëse,Olimpieèiø ,57,499,8.75,FALSE,2,3,6,2006,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-olimpieciu-g--jokiu-tarpininkavimo-mokesciu-butas-4-840303/
Ðiaurës miestelyje,S. Þukausko ,45,380,8.44,FALSE,2,3,7,2008,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-2-kamb-butas-vilniuje-siaures-4-840293/
Uþupyje,Polocko ,35,340,9.71,FALSE,1,3,3,2013,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g--skelbimo-aprasyme-esantis-id-2270-4-840289/
Senamiestyje,Karmelitø ,97,799,8.24,FALSE,3,3,3,1940,0,FALSE,Mûrinis,"Elektra, centrinis kolektorinis",Árengtas,,Balkonas,"Su baldais, ðildomos grindys","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-karmelitu-g-nuomojamas-sviesus-kokybiskai-irengtas-3-k-4-840285/
Antakalnyje,Kariø kapø ,116,850,7.33,FALSE,3,1,2,1999,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-kariu-kapu-g-antakalnio-ramioje-gatveleje-isnuomojamas-4-840283/
Lazdynuose,Architektø ,53,250,4.72,FALSE,2,12,16,1980,0,FALSE,Monolitinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-tvarkingas-dveju-kambariu-butas-4-840281/
Uþupyje,Polocko ,54,700,12.96,FALSE,2,2,4,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomojamas-romantiskas-2-kambariu-butas-4-840279/
Antakalnyje,Kariø kapø ,70,430,6.14,FALSE,3,3,3,1999,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-kariu-kapu-g-antakalnyje-ramioje-kariu-kapu-gatveleje-4-840275/
Baltupiuose,Didlaukio ,14,110,7.86,FALSE,1,7,9,1980,0,FALSE,Blokinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-1-kambarys-3-kambariu-bute-4-840273/
Senamiestyje,Barboros Radvilaitës ,52,450,8.65,FALSE,1,1,2,1940,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-barboros-radvilaites-g-isnuomojamas-puikiai-irengtas-1-kambario-4-840271/
Senamiestyje,Pylimo ,12,179,14.92,FALSE,1,4,4,1940,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-nuomojamas-itin-geroje-vietoje-esantis-1-4-840269/
Ðiaurës miestelyje,Verkiø ,31,420,13.55,FALSE,2,7,7,2017,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,Virtuvë sujungta su kambariu,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-verkiu-g-isnuomojamas-jaukus-2-kambariu-butas-butas-4-840265/
Naujamiestyje,J. Basanavièiaus ,15,150,10,FALSE,3,2,3,1940,0,FALSE,Mûrinis,Centrinis,Árengtas,"Aukðtos lubos, tualetas ir vonia atskirai, kabelinë televizija, internetas","Rûsys, drabuþinë","Su baldais, skalbimo maðina",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-j-basanaviciaus-g-nuomojamas-1-kambarys-3-iju-kbute-4-840255/
Saulëtekyje,Pylimëliø ,58.66,450,7.67,FALSE,2,3,3,2006,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Kabelinë televizija, internetas, virtuvë sujungta su kambariu",Balkonas,"Su baldais, skalbimo maðina","Kodinë laiptinës spyna, ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-sauletekyje-pylimeliu-g-nuomojamas-2-kamb-gerai-irengtas-butas-su-4-840253/
Naujamiestyje,Mindaugo ,52,720,13.85,FALSE,2,1,7,2013,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nera-tarpininkavimo-mokescio-isnuomojamas-4-840223/
Ðeðkinëje,Gelvonø ,33,229,6.94,FALSE,1,5,5,1981,0,FALSE,Blokinis,Centrinis,Árengtas,"Nauja kanalizacija, internetas, kabelinë televizija",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-isnuomojamas-siltas-sviesus-vieno-kambario-4-840221/
Paðilaièiuose,Virbeliðkiø ,49,400,8.16,FALSE,2,2,5,2015,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-virbeliskiu-g-geroje-vietoje-pasilaiciuose-virbeliskiu-g-4-840219/
Baltupiuose,Kalvarijø ,70,350,5,FALSE,3,9,10,1994,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, kabelinë televizija","Balkonas, rûsys, vieta automobiliui","Kondicionierius, skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-baltupiuose-kalvariju-g-isnuomojamas-3-4-840215/
Paðilaièiuose,Paðilaièiø ,67,300,4.48,FALSE,3,2,9,1990,0,FALSE,Monolitinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas","Sandëliukas, balkonas","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-isnuomojamas-erdvus-3-kabariu-butas-4-840207/
Naujamiestyje,Naugarduko ,47,250,5.32,FALSE,2,1,5,1966,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomojamas-tvarkingas-dveju-kambariu-butas-4-840185/
Karoliniðkëse,Igno Ðimulionio ,46.4,210,4.53,FALSE,2,2,9,1974,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-igno-simulionio-g-nuomojamas-2-kambariu-butas-karoliniskese-i-4-840167/
Þirmûnuose,Þirmûnø ,47,380,8.09,FALSE,2,5,5,1966,2015,TRUE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-renovuotame-name-isnuomojamas-tvarkingas-4-840151/
Justiniðkëse,Taikos ,50,300,6,FALSE,2,4,5,1986,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojamas-2-kambariu-butas-justiniskese-4-840147/
Senamiestyje,Didþioji ,70,1000,14.29,FALSE,3,3,4,1940,2003,TRUE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-3k-butas-vilniaus-senamiestyje-4-840143/
Virðuliðkëse,Ðeðuoliø ,65,300,4.62,FALSE,3,4,5,1979,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-sesuoliu-g-isnuomojamas-3-kambariu-butas-ramioje-vietoje-4-840129/
Naujininkuose,Panevëþio ,14,150,10.71,TRUE,1,4,5,1985,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu",,"Skalbimo maðina, su baldais, ðaldytuvas, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-panevezio-g-renovuotame-name-salia-senamiescio-nuomojamas-4-840123/
Paðilaièiuose,Paðilaièiø ,52.62,329,6.25,FALSE,2,8,9,1990,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-nuomojamas-tvarkingas-2-kambariu-butas-4-840115/
Lazdynëliuose,Ðiltnamiø ,14,125,8.93,FALSE,1,2,4,1970,0,FALSE,Mûrinis,Centrinis,Árengtas,,,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-siltnamiu-g-bendra-informacija-kambariu-sk-1-4-840087/
Þirmûnuose,Þirmûnø ,54,390,7.22,FALSE,2,2,6,2005,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-dvieju-kambariu-butas-naujos-statybos-name-4-840083/
Naujamiestyje,Kauno ,50,520,10.4,FALSE,2,2,7,2017,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-puikus-2-kamb-butas-naujamiestyje-laisvas-4-840065/
Naujininkuose,Eiðiðkiø p,39,380,9.74,FALSE,1,3,5,2018,0,FALSE,Blokinis,Kita,Árengtas,,,"Virtuvës komplektas, su baldais",,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-eisiskiu-pl-nuomojamas-naujutelis-dar-negyventas-vieno-4-840063/
Paðilaièiuose,Dociðkiø ,57,400,7.02,FALSE,2,2,5,2011,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-dociskiu-g-nuomojamas-2-kamb-butas-vilniuje-4-840023/
Fabijoniðkëse,Salomëjos Nëries ,57,380,6.67,FALSE,2,12,12,2006,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-2-kamb-butas-vilniuje-4-840021/
Antakalnyje,Nemenèinës p,48,600,12.5,FALSE,2,3,8,2017,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija",Vieta automobiliui,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-nemencines-pl-isnuomojamas-kokybiskos-statybos-name-4-839969/
Ðeðkinëje,Ukmergës ,50,319,6.38,FALSE,2,4,5,1981,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-rezervuota-suremontuoto-2-atsiru-kambariu-4-839965/
Galgiuose,Tulpiø ,24,230,9.58,FALSE,1,1,2,2008,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-galgiuose-tulpiu-g-nauju-butu-nuoma-galgiuose-1-kambario-su-4-839963/
Dvarèionyse,Tulpiø ,31,230,7.42,FALSE,1,1,2,2008,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-dvarcionyse-tulpiu-g-nauju-butu-nuoma-salia-sauletekio-1-kambario-4-839961/
Ðnipiðkëse,Konstitucijos p,20,250,12.5,FALSE,1,2,5,2014,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-butas-konstitucijos-pr-i-4-839949/
Þvëryne,Stirnø ,40,400,10,FALSE,2,2,6,2001,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-stirnu-g-nuomojamas-sviesus-bei-jaukus-40-m-2-k-4-839943/
Senamiestyje,J. Basanavièiaus ,69.55,620,8.91,TRUE,2,3,7,2004,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-isnuomojamas-6955-kv-m-2-k-puikiai-4-839909/
Paðilaièiuose,Laisvës p,36,270,7.5,FALSE,1,1,9,1990,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-suremontuotas-butas-su-baldais-ir-buitine-4-839905/
Karoliniðkëse,Loretos Asanavièiûtës ,33,260,7.88,FALSE,1,6,9,1979,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-loretos-asanaviciutes-g-butas-suremontuotas-su-baldais-ir-buitine-4-839903/
Þirmûnuose,Tuskulënø ,36,280,7.78,FALSE,2,1,1,1992,0,FALSE,Mûrinis,Dujinis,Árengtas,"Atskiras áëjimas, uþdaras kiemas",,"Su baldais, ðaldytuvas, viryklë, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuosavame-name-isnuomojamas-2-ju-kambariu-4-839887/
Ðnipiðkëse,Lvovo ,70,650,9.29,FALSE,3,7,9,2000,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu, butas per kelis aukðtus",Drabuþinë,"Indaplovë, skalbimo maðina, su baldais, kondicionierius, viryklë, ðaldytuvas, virtuvës komplektas, duðo kabina","Kodinë laiptinës spyna, ðarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-nuomojamas-3-kambariu-butas-kokybiskai-ir-4-839879/
Paðilaièiuose,Medeinos ,51,350,6.86,FALSE,2,8,9,1976,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-medeinos-g-isnuomojamas-2-ju-k-51-kv-m-butas-4-839875/
Pavilnyje,Tolimoji ,52,290,5.58,FALSE,2,2,2,2007,0,FALSE,Mûrinis,Kita,Árengtas,"Internetas, kabelinë televizija",,"Su baldais, virtuvës komplektas, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-tolimoji-g-nuomojamas-2-kambariu-52-kvm-butas-4-839805/
Þirmûnuose,Kazio Ulvydo ,50,470,9.4,FALSE,2,3,5,2014,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kazio-ulvydo-g-nuomojamas-dvieju-kambariu-butas-ozo-parke-4-839841/
Ðeðkinëje,Gelvonø ,50,360,7.2,FALSE,2,8,9,1977,0,FALSE,Blokinis,Centrinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija","Sandëliukas, balkonas, rûsys, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-nuomojamas-tvarkingas-2-izoliuotu-kambariu-4-839837/
Paðilaièiuose,Gabijos ,51,270,5.29,FALSE,2,1,5,1989,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-tvarkingu-butu-nuoma-pasilaiciuose-2-atskiru-4-839823/
Ðnipiðkëse,Rinktinës ,33,310,9.39,FALSE,1,2,9,1977,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-gera-vieta-4-839779/
Uþupyje,Polocko ,62,1100,17.74,FALSE,2,1,3,2018,0,FALSE,Mûrinis,"Centrinis kolektorinis, kita",Árengtas,"Internetas, kabelinë televizija, uþdaras kiemas, aukðtos lubos","Terasa, vieta automobiliui","Indaplovë, skalbimo maðina, su baldais, viryklë, ðaldytuvas, virtuvës komplektas, duðo kabina","Kodinë laiptinës spyna, ðarvuotos durys, videokameros, signalizacija, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-nuomojami-isskirtiniai-prabangiai-irengti-4-839773/
Uþupyje,Polocko ,74,1400,18.92,FALSE,3,1,3,2018,0,FALSE,Mûrinis,"Centrinis kolektorinis, kita",Árengtas,"Internetas, kabelinë televizija, uþdaras kiemas, aukðtos lubos","Terasa, vieta automobiliui","Indaplovë, skalbimo maðina, su baldais, viryklë, ðaldytuvas, virtuvës komplektas, duðo kabina","Kodinë laiptinës spyna, ðarvuotos durys, videokameros, signalizacija, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-nuomojami-isskirtiniai-prabangiai-irengti-4-839771/
Bajoruose,Bajorø keli,41,370,9.02,FALSE,2,2,4,2015,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kelias-nuomojamas-2-kambariu-butas-bajoru-gatveje-4-839761/
Þirmûnuose,Tuskulënø ,23,150,6.52,FALSE,1,1,1,1992,0,FALSE,Mûrinis,Dujinis,Árengtas,"Atskiras áëjimas, uþdaras kiemas",,"Su baldais, ðaldytuvas, viryklë, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuosavame-name-isnuomojami-kambariai-4-839719/
Pilaitëje,Karaliauèiaus ,36,250,6.94,FALSE,1,3,9,1994,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-butu-nuoma-pilaiteje-vieno-kambario-su-4-839717/
Antakalnyje,Antakalnio ,42,320,7.62,TRUE,2,5,5,1963,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu","Sandëliukas, balkonas","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-antakalnyje-isnuomojamas-jaukus-2-kambariu-42-4-839703/
