District,Street,Area (m²),Price,Price/m²,Lower price,Number of rooms,Floor,Floors,Built year,Renovation year,Renovation,Building type,Heating type,Refurbishment,Features,Extra parts,Extra stuff,Security,Description,URL,City
Naujamiestyje,Mindaugo ,55,520,9.45,FALSE,2,4,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","Išnuomojamas 2k butas Mindaugo g. Naujamiestyje. Požeminis parkingas į kainą ĮSKAIČIUOTAS Butas laisvas! BUTO APRAŠYMAS • Baldai bei buitinė technika (nuotraukose matomi) • Galimybė patiems pasirinkti šviestuvus (savininko sąskaita) • Balkono nėra • Aliuminio profilio langai • Ąžuolo parketlentės • Išdažytos sienos • Vonioje keraminės plytelės • Langų orientacija – Rytai • Rami kaimynystė NAMO APRAŠYMAS • Mūrinis namas • Kolektorinis šildymas • Liftas • Domofonas • Požeminė parkavimo aikštelė į kainą įskaičiuota • Kieme vaikų žaidimų aikštelė VIETOS APRAŠYMAS • Autobusų stotelė - 300m • IKI – 150m • Rotušė – 1,6km Jei butas tiks, bus imamas vienkartinis agentūrinis mokestis.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-isnuomojamas-2k-butas-mindaugo-g-4-838185/,Vilnius
Šnipiškėse,Konstitucijos p,60,750,12.5,FALSE,2,7,27,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros, budintis sargas","Išnuomojamas jaukus 2k butas Konstitucijos pr. su puikia miesto panorama! Butas laisvas. Porai, be vaikų ir augintinių. BUTO APRAŠYMAS • Dalis nuotraukose matomų baldų (teirautis telefonu) • Buitinė technika • Centrinis kondicionierius • Mediniai vitrininiai langai • Natūralaus medžio grindys • 12 kv.m balkonas • Langų orientacija – pietryčiai NAMO APRAŠYMAS • 2004m statybos namas • Fizinė apsauga • Liftai • Europos parkavimo aikštelė (papildomai 25eur/mėn) VIETOS APRAŠYMAS • PC Europa - 30m • Vilniaus m. savivaldybė – 240m  • Baltojo tilto pramogų zona – 500m • Katedra – 2km        ",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-jaukus-2k-butas-konstitucijos-pr-4-838165/,Vilnius
Naujamiestyje,Naugarduko ,60,570,9.5,FALSE,2,2,3,1925,2008,TRUE,Mūrinis,Dujinis,Įrengtas,,,,,"Nuomojamas jaukus dviejų kambarių butas su židiniu pačiame centre! ----- BUTAS LAISVAS NUO RUGSĖJO 16 D. ----- IŠPLANAVIMAS: - Erdvi virtuvė; - Svetainė su židiniu; - Miegamasis; - Vonios kambarys kartu su WC; ĮRENGIMAS: - Virtuvė/valgomuojasis su visais baldais; - Svetainėje yra židinys bei didelė spinta; - Miegamajame yra lova; - Laminuotos grindys; - Jaukus balkonas;  - Buitinė technika: šaldytuvas, viryklė, skalbimo mašina; Jei reikės daugiau baldų, jie bus parūpinti pagal poreikį. ŠILDYMAS: - Dujinis; PARKAVIMAS: -- Gatvėje ir kieme - išsiėmus leidimą; Skambinkite Jums patogiu laiku, atsakysime į Jums rūpimus klausimus. Jeigu butas tiks, taikomas vienkartinis tarpininkavimo mokestis.  +37068420704 Aušra        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-nuomojamas-jaukus-dvieju-kambariu-butas-su-4-838159/,Vilnius
Šeškinėje,Šeškinės ,38,350,9.21,TRUE,2,3,3,2015,0,FALSE,Blokinis,Centrinis kolektorinis,Įrengtas,"Atskiras įėjimas, nauja kanalizacija, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu",Drabužinė,"Kondicionierius, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","IŠNUOMOJAMAS DVIEJŲ KAMBARIŲ BUTAS ŠEŠKINĖS G.Šiuo metu bute vyksta baigiami įrengimo darbai, termino pabaiga 2018.08.19d.Butą galite apžiūrėti jau dabar. Butai nuomojami su visa reikalingiausia buitine technika: šaldytuvas, viryklė, kondicionierius, skalbimo mašina ir kt. Butai nuomojami su virtuvės baldais bei technika, tačiau juose nebus kambario baldų ( minkštos dalies).Jeigu butas tiks, bus taikomas vienkartinis agentūros mokestis.Skambinkite Jums patogiu laiku, susitarsime patogų laiką apžiūrai.Būkite pirmieji buto gyventojai!        ",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-dvieju-kambariu-butas-seskines-g-4-838157/,Vilnius
Naujininkuose,Garvežių ,37,169,4.57,TRUE,1,2,5,1990,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė","Šarvuotos durys, kodinė laiptinės spyna","SKUBEI !!!!!! GERAS PASIŪLYMAS - GERA KAINA!!! Ramioje ir strategiškai patogioje vietoje,, nuomojamas 1 kambario butas. Butas yra pilnai apstatytas baldais, yra visa reikalinga buitinė technika. MAŽI KOMUNALINIAI MOKESČIAI!!! BENDRA INFORMACIJA • 1 kambariai • 2 aukštas (iš 5) YPATYBĖS • Patogi vieta, gerai išvystyta infrastruktūra, parduotuvės, prekybos centrai, maitinimo įstaigos, ****************************************************************** Skambinti galite Jums patogiu laiku. Nepavykus prisiskambinti, rašykite sms - perskambinsiu. ****************************************************************** Nekilnojamo turto agentūra OPPA. www.oppa.lt        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-garveziu-g-skubei-geras-pasiulymas-gera-kaina-4-838149/,Vilnius
Jeruzalėje,Miežių ,87,420,4.83,FALSE,3,2,5,1994,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, internetas, kabelinė televizija","Balkonas, rūsys","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia",Kodinė laiptinės spyna,"Išnuomojamas erdvus, suremontuotas 3 izoliuotų kambarių butas Jeruzalėje, Miežių gatvėje. Butas šiltas, šviesus. Ramūs, draugiški kaimynai. Aukšte tik vienas kaimynas. Tvarkinga laiptinė, kodinė laiptinės spyna. Aplink namą daug žalumos. Puikus susisiekimas su visais miesto rajonais. Viešojo transpoto stotelė už 600 metrų iš kurios pasieksite visus miesto rajonus. Netoliese įsikūrę įvairūs prekybos centai, bankai, kavinės mokykla, vaikų darželis Šildymas: Centrinis  IŠPLANAVIMAS: - Erdvi svetainė - 33kv.m.; - Erdvus miegamasis su sienine spinta; - Kambarys; - Erdvi virtuvė; - Vonios kambarys ir WC kartu - Įstiklintas balkonas; - Prieškambaris su sienine spinta; ĮRENGIMAS: - Butas nuomojamas su visais baldais bei buitine technika - Skalbimo mašina - Šaldytuvas - Orkaitė - Šarvo durys - Langai su stiklo paketais BUTO APRAŠYMAS: - Būklė – pilnai įrengtas, su visais baldais bei buitine technika - Kambarių skaičius – 3 - Buto plotas – 87 kv.m - Aukštas – 2 - Šildymo tipas – centrinis  - Langai – plastikiniai su stiklo paketu - Saugumas – šarvo durys - Komunikacijos – internetas, kabelinė VIETA IR INFRASTRUKTŪRA: - Tvarkinga aplinka - Solidūs kaimynai - Vaikų žaidimo aikštelė - Viešasis transportas – 600m - Iki artimiausios parduotuvės – 700m PARKAVIMAS: - Šalia namo esančioje automobilių aikšelėje * Bus taikomas vienkartinis agentūros mokestis. PARDUODATE, PERKATE AR NORITE IŠNUOMOTI SAVO NEKILNOJAMĄJĮ TURTĄ? MŪSŲ DRAUGIŠKA PREMIUM REALTY KOMANDA PATARS VISAIS NEKILNOJAMOJO TURTO KLAUSIMAIS WWW.PREMIUMREALTY.LT        ",http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mieziu-g-isnuomojamas-erdvus-suremontuotas-3-4-838137/,Vilnius
Naujamiestyje,T. Ševčenkos ,30,350,11.67,TRUE,1,5,5,2014,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","naujas namas, naujas butas, su buitine technika, naujais baldais.labai mazi komunaliniai mokesciai, patogus susisiekimas.1 kambario butas5 aukštas iš 5kodinė rakinama laiptinė, šarvo durys, langai stiklo paketas.Skalbimo, mašina, dujinis šildymaskaina 395€ + mokeščiai žiema - 20€plotas 30 kvmilgalaikiam terminui, minimum metam        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-naujas-namas-naujas-butas-su-buitine-4-838133/,Vilnius
Žirmūnuose,Žirmūnų ,30,399,13.3,FALSE,1,1,5,1965,0,FALSE,Blokinis,Centrinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija","Sandėliukas, balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, signalizacija, kodinė laiptinės spyna","Nuomojamas visiškai naujai suremontuotas ir dar negyventas butas! Įrenginėtas sau ir tik itin aukštos kokybės apdailos medžiagomis bei buitine technika! Privalumai: - Strategiškai patogi vieta; - Maži mokesčiai, pigus buto išlaikymas; - Funkcionaliai suplanuotos buto erdvės; - Arti viešojo transporto stotelės, prekybos centras; - Namas ramioje vietoje, kurią nuo Žirmūnų g. skiria kiti namai; - Gausu žalumos Neries pakrantėje ir greta esančiame Tuskulėnų rimties parke; - Gerai išvystyta infrastruktūra, patogus susisiekimas su miesto centru.  Parkavimas: - Bendrame namo kieme. Atstumai: - 160 m iki viešojo transporto „Tuskulėnų rimties parkas“ stotelės;  - 260 m iki viešojo transporto „Tuskulėnai“ stotelės;  - 240 m iki prekybos centro „Iki“;  - 710 m iki prekybos centro „Maxima“;  - 1.72 km iki miesto centro;  - 3.39 km iki autobusų stoties. Pageidautina tavarkingas nuomininkas (-ė) be augintinių. Jei butas tiks - taikomas vienkartinis tarpininkavimo mokestis.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-visiskai-naujai-suremontuotas-ir-4-838125/,Vilnius
Senamiestyje,Šv. Mikalojaus ,65,690,10.62,FALSE,2,1,4,1930,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Uždaras kiemas, internetas, kabelinė televizija","Sandėliukas, rūsys, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia",,"JAUKUS, NAUJAI SUREMONTUOTAS BUTAS SENAMIESČIO ŠIRDYJE, RAMIAME KIEME. PUIKI BEI RAMI ISTORINĖ VIETA, RAMŪS KAIMYNAI. BUTAS NUOMOJAMAS SU VISAIS BALDAIS BEI BUITINE TECHNIKA. IŠPLANAVIMAS:  *SVETAINĖ  *ATSKIRA VIRTUVĖ  *MIEGAMASIS  *ERDVUS HOLAS SU SIENINE SPINTA  *VONIOS KAMBARYS SU WC  *SANDĖLIUKAS  *ĮRENGTAS RŪSYS PARKAVIMAS:  *VIETA VIDINIAME KIEME        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-mikalojaus-g-jaukus-naujai-suremontuotas-butas-4-838127/,Vilnius
Naujamiestyje,Kedrų ,80,470,5.88,FALSE,3,3,3,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,,Balkonas,,Kodinė laiptinės spyna,"NAUJOS STATYBOS 3K BUTAS, VILNIAUS CENTRE, KEDRŲ G. ŠALIA ""RIMI"". BUTAS JAU LAISVAS! UŽDARAS KIEMAS SU PARKINGU!!! DUJINIS KATILAS! IŠPLANAVIMAS: -- Svetainė -- Virtuvė ir valgomasis atskirai -- Atskiras miegamasis, -- Vaikų/miegamasis kambarys, -- Vonia ir tualetas kartu, -- Prieškambaris, -- Drabužinė. ĮRENGIMAS: -- Butas tvarkingas -- Pilnai integruota virtuvė ( šaldytuvas, orkaitė, viryklė, gartraukis, skalbimo mašina), -- Signalizacija, -- Vonios kambaryje šildomos grindys, -- Mediniai langai (2 kamerų stiklo paketai) -- Šarvo durys. PARKAVIMAS: -- 2 vietos uždarame kieme (vartai atidaromi nuotoliniu pulteliu). ŠILDYMAS: -- DUJINIS (max70 Eur). SUSISIEKIMAS: -- Geras susisiekimas tiek nuosavu, tiek viešuoju transportu -- Šalia kavinės, parduotuvės, restoranai -- Iki Vilniaus senamiesčio kelios minutės automobiliu -- Šalia PC ""RIMI""  SKAMBINKITE IR AŠ SUTEIKSIU DAUGIAU INFORMACIJOS.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kedru-g-naujos-statybos-3k-butas-vilniaus-centre-4-838117/,Vilnius
Naujamiestyje,Žemaitės ,30,260,8.67,TRUE,1,4,5,1968,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","Nuo rugsejo 1 dienos (apžiūrėti ir rezervuoti galima iš anksto susitarus) išnuomuojamas atskiras 1 kambario butas (nebendrabutis) Naujamiestyje netoli Vilniaus centro.  Mūrinis šiltas namas, plastikiniai langai, šarvo durys, be balkono.  Netoli Vingio parkas, šalia išsidėstę įvairūs PC ""Lidl"", ""Rimy"" , sporto klubas ""Impuls"" ir kt. Rami vieta, maži komunaliniai, kaina derinama, bet tik po apžiūros. Taikomas tarpininkavimas.  Jei negalit prisiskambint, rašykite sms, perskambinsiu.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-zemaites-g-nuo-rugsejo-1-dienos-apziureti-ir-rezervuoti-4-838111/,Vilnius
Senamiestyje,V. Šopeno ,31,350,11.29,FALSE,1,1,2,1940,0,FALSE,Mūrinis,Elektra,Įrengtas,,,,,"IŠNUOMOJAMAS STUDIO TIPO 1 KAMBARIO BUTAS SENAMIESTYJE. BUTAS NUOMOJAMAS SU VISAIS BALDAIS IR VISA BUITINE TECHNIKA. ATSKIRAS ĮĖJIMAS, AUTONOMINIS ŠILDYMAS,  ----SKELBIMO APRAŠYME ESANTIS ID: 9854---- BUTAS JAU LAISVAS NUOMOJAMAS BUTAS VILNIUJE - V. Šopeno g., - 1 aukštas iš 2, - 31 kv.m., - 1940 m. - mūrinis, - svetainė-virtuvė kartu, - vonia ir tualetas kartu. NUOMOJAMO BUTO ĮRENGIMAS - Dažytos sienos, - internetas, - langai plastikiniai, - plytelės, - šarvo durys, - tualetas pilnai suremontuotas. NUOMOJAMAME BUTE YRA VISI BALDAI - Virtuvėje: integruoti virtuvės baldai, kėdės, spintelės, stalas, virtuvės baldai. - Svetainėje: lova, spintelės. - Prieškambaryje: batų dėžė, kabykla. VISA BUITINĖ TECHNIKA - Gartraukis, - šaldytuvas, - skalbimo mašina, - televizorius, - viryklė MOKESČIAI - Elektrinis šildymas. - Kitos paslaugos apie 10 EUR. - Vienkartinis tarpininkavimo mokestis (jei butas tiks) PARKINGAS - Uždaras kiemas VIETA IR SUSISIEKIMAS - geras susisiekimas su centru, - netoli PC ""Iki"", - šalia autobusų stotelė, - šalia troleibusų stotelė --- KAINA: 350 EUR - Vienkartinis tarpininkavimo mokestis (jei butas tiks) ------------ facebook.com/proreal.lt ------------ ----BUTO ID: 9854--------Kreipkitės!----        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-v-sopeno-g-isnuomojamas-studio-tipo-1-kambario-butas-4-838107/,Vilnius
Kirtimuose,Meistrų ,25.79,200,7.75,FALSE,1,5,5,1985,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,"Skambinti 8 677 25335. Nuomuojamas 1 kamb. butas, šalia miškas, grynas oras, rami vieta, draugiški kaimynai, kieme visada rasite vietą automobiliui. Pasirašant sutartį prašysime sumokėti už pirmą mėn. nuomą ir už 2 mėn. depozitą.         ",http://www.aruodas.lt/butu-nuoma-vilniuje-kirtimuose-meistru-g-skambinti-8-677-25335-nuomuojamas-1-kamb-4-838099/,Vilnius
Senamiestyje,Pilies ,88,950,10.8,FALSE,3,2,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,"Išnuomojamas 3 kambarių, 88 m² butas, (1940 m.), Senamiestyje, Pilies g., II aukšte iš 3. Tai labai jaukus, gerai įrengtas ir patogiai suplanuotas butas per du aukštus, esantis tvarkingame name, puikioje vietoje. Aukštos lubos. Butas nuomojamas su visais svetainės, miegamojo, svečių kambario, darbo kambario bei virtuvės baldais su buitine technika. Svetainėje yra židinys. Bute yra 2 erdvios sieninės spintos su stumdomomis durimis. Vonios kambarys su šildomomis grindimis. Signalizacija, TEO šviesolaidinis internetas, kabelinė televizija, išmanusis LED televizorius. Įrengimas: įėjimo durys seifinės, pakeisti langai, grindys - natūralios medinės lentos, dažytos sienos. Yra balkonas orientuotas į ramų vidinį kiemą. Name nedaug kaimynų. Tvarkinga rakinama laiptinė. Graži namo architektūra. Puiki vieta gyventi!!! -- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH328761        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-isnuomojamas-3-kambariu-88-m-butas-1940-m-4-838093/,Vilnius
Žirmūnuose,Žygio ,61,200,3.28,FALSE,4,2,5,1970,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai","Šarvuotos durys, kodinė laiptinės spyna, videokameros","Nuomojamas kambarys 4 k. bute, iš kurių vienas yra bendra svetainė.  - Butas ką tik po remonto, su visais reikiamais baldais, bei buitine technika. - Atskira skalbimo patalpa - Atskira virtuvė, wc ir vonia taip pat atskirai - Puikus susisiekimas su visais miesto rajonais - Nuomojamas oficialiai pasirašant sutartį. Bute baiginėjamas remontas, tad po dviejų savaičių bus pilnai paruoštas gyvenimui su įrengta virtuve, TV salone, užuolaidomis ir kitomis komforto, bei jaukumo detalėmis. Butas labiausiai tiks ir patiks jauniems ir komunikabiliems žmonėms, nes Jūs jungia bendra pokalbių bei poilsio zona-svetainė. Kambario kaina: 200 eu/mėn PS: viename kambaryje gali gyventi tik vienas asmuo        ",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zygio-g-nuomojamas-kambarys-4-k-bute-is-kuriu-4-838087/,Vilnius
Justiniškėse,Taikos ,50,320,6.4,FALSE,2,2,5,1981,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija","Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","Išuomojamas surmontuotas 2 k. 50kv.m. butas Justiniškėse Jei butas tiks bus taikomas vienkartinis agentūros mokestis 150 EUR Butas bus laisvas nuo 2018 09 07 Namas: - Blokinis, 1981 m. statybos.  - Rakinama laiptinė.  - Įkurta bendrija; - Erdvi, šviesi, tvarkinga laiptinė; - Puiki garso izoliacija; - Šalia namo parkingo vietos;  Butas:  - Atskira virtuvė. - Jauki svetainė, su balkonu. - Didelis tėvų miegamasis, kambarys su atskiru balkonu. - Puiki garso izoliacija - Bute yra visa reikalinga buitinė technika - Dvygubos durys - Plastikiniai langai - Šildymas centrinis, (max šildym oišlaidos 2018 02  60 EUR bendrija)  Vieta:  - Namas labai ramioje ir patogioje vietoje. - Viešojo transporto stotelė už 50 m. - Patogus susisiekimas su kitais miesto rajonais.  - Šalia mokyklos, darželiai. - Maximaprkybos centras.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isuomojamas-surmontuotas-2-k-50kvm-butas-4-838081/,Vilnius
Šeškinėje,Šeškinės ,47,300,6.38,FALSE,2,3,5,1977,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,"Isnuomuojamas 2 kambariu butas,studentams.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomuojamas-2-kambariu-butasstudentams-4-838069/,Vilnius
Naujamiestyje,Vytenio ,42.9,499,11.63,FALSE,2,3,4,1981,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, butas per kelis aukštus, internetas, virtuvė sujungta su kambariu",,"Su baldais, skalbimo mašina",Kodinė laiptinės spyna,"IŠNUOMOJAMS VISIŠKAI NAUJAS IR PILNAI ĮRENGTAS LOFTAS NAUJAMIESTYJE ""V50"" LOFTŲ PROJEKTE - BŪKITE PIRMIEJI ŠIŲ UNIKALIŲ NAMŲ GYVENTOJAI!------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------BUTO PRIVALUMAI:- STRATEGIŠKAI PUIKI VIETA IDEALIAI TINKANTI DIRBANTIEMS AR BESIMOKANTIEMS MIESTO CENTRE!- NUOMOJAMAS SU BALDAIS BEI KOKYBIŠKA BUITINE TECHNIKA - YRA VISKAS KO REIKIA PATOGIAM GYVENIMUI- ŠILTAS IR ŠVIESUS BUTAS PER DU AUKŠTUS- MAŽI KOMUNALINIAI MOKESČIAI - PASTATE BUS SUMONTUOTAS NAUJAS LIFTAS, PATEKIMAS Į AUKŠTĄ SU ĮĖJIMO KONTROLE------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------BENDRA INFORMACIJA:- Adresas – Vytenio g. 50 - Bendras plotas – 42.90 kv.m - Kambarių sk. – 2 - Aukštas – 3 iš 4 - Namo tipas - Mūrinis - Statybos metai - 1981 m.- Šildymas - Centrinis-kolektorinis - Būklė - naujai įrengtas, su baldais ir buitine technikaIŠPLANAVIMAS: - Virtuvė vienoje erdvėje su svetaine pirmame lofto aukšte- Antersolėje įrengtas miegamasis- Dušas ir WC kartu, įrengta antrame lofto aukšteĮRENGIMAS:- Grindys: virtuvėje, svetainėje - betonuota grindų danga, miegamajame - laminatas, vonioje - plytelės - Sienos: dažytos, virtuvėje ir vonioje - plytelės- Buto langai: plastikiniai su stiklo paketais - Langų orientacija: vakarinė pusė - Išorinės durys - šarvo- Buitinė technika - kaitlentė, orkaitė, šaldytuvas, skalbimo mašina. Bute yra mobius oro kondicionierius. KOMUNIKACIJOS:- Šildymas: centrinis - kolektorinis - Vandentiekis ir kanalizacija: miesto - Internetas/kabelinė: yra atvestas Telia internetasSUSISIEKIMAS:Atstumas iki Senamiesčio vos 2 km. - 230 m	Viešoji įstaiga Vilniaus verslo teisės akademija- 400 m	Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"" - 160 m	„Iki”, Švitrigailos g. 29- 560 m	„Maxima”, Naugarduko g. 84, Vilnius- 590 m	„Iki”, Mindaugo g. 25- 80 m	„Lelija“ stotelė- 180 m	„Sparta“ stotelė---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------DĖL IŠSAMESNĖS INFORMACIJOS AR APŽIŪROS KREIPTIS TEL. 865513551Jeigu šis objektas neatitinka Jūsų poreikių, drąsiai kreipkitės - turime didelę duomenų bazę, kurioje visada surasime Jums patrauklų objektą.Investicinio NT paieškos, mes galime pasiūlyti, kaip pelningai investuoti į NT Vilniuje.Norite parduoti arba išnuomoti savo NT? Rašykite, skambinkite - visada rasime laiko patarti.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-isnuomojams-visiskai-naujas-ir-pilnai-4-838057/,Vilnius
Naujamiestyje,Naugarduko ,14,130,9.29,FALSE,1,3,5,1970,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna","Išnuomuojamas vienas kambarys vaikinui-dviejų kambarių bute Naugarduko gatvėje,Naujamiestyje. Strategiškai gera vieta. Arti miesto centras,senamiestis, stotis,aeruostas,prekybos centrai, sporto klubas,,geras susisiekimas visuomeniniu transportu. Buto durys-seifinės. Butas-  jaukus,šiltas .  Išnuomuojama su baldais, sofa lova,spinta, stalas.  Virtuvėje-virtuvės komplektas, viryklė,šaldytuvas,skalbyklė. Vonia ir Wc kartu. Kitame kambaryje gyvena šeimininkė. Kaina 130eurų,komunalinęs paslaugos įskaičiuotos . Išnuomuojama tvarkingam-ai asmeniui ,ne studentui.  Jei butas tiks vienkartinis tarpininkavimo mokestis-100eurų.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomuojamas-vienas-kambarys-vaikinui-4-838055/,Vilnius
Fabijoniškėse,Fabijoniškių ,60,430,7.17,FALSE,2,4,12,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","NAUJAME NAME - RAMYBĖS APSUPTYJE  MAŽOS ŠILDYMOS SĄSKAITOS!!!  Ramioje vietoje, Fabijoniškėse, Fabijoniškių g. išnuomojamas jaukiai ir stilingai įrengtas 50 kv.m. ploto, 2 kambarių butas.  Išplanavimas: miegamasis kambarys, virtuvė kartu su svetaine, vonios kambarys kartu su WC, BALKONAS.  Bute visi baldai: kaitlentė, orkaitė, skalbimo mašina, indaplovė ir kita buitinė technika.  Šildymas -centrinis kolektorinis.  ŠALIA NAMO UŽDARAS KIEMAS SU puikia vaikų žaidimo aikštele bei ŽALIŲJŲ ZONŲ pasivaikščiojimui.  ŠALIA NAMO VIETOS AUTOMOBILIO PARKAVIMUI. Name galima papildomai išsinuomoti parkavimo vietą garaže.  Labai patogus susisiekimas viešuoju transportu ir pėsčiomis, artimiausia stotelė už 3 min. kelio pėsčiomis.  BUTAS JAU LAISVAS IR LAUKIA NAUJŲ GYVENTOJŲ JAU ŠIANDIEN!!!  **************************************************  ******************************************************************  Nekilnojamo turto agentūra OPPA.  www.oppa.lt        ",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-naujame-name-ramybes-apsuptyje-mazos-4-838051/,Vilnius
